PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
20379,TB,64.0,Aaron,Stinnie,G,Active,"6'3""",312,1994-02-18T00:00:00,James Madison,3,OL,True,OFF,Aaron Stinnie,29.0,6th Season,"February 18, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20379.png,5.0,GB,15,A.Stinnie,,Scrambled,Scrambled,1.0,72.0,TB,TEN,2018.0,,,True,6,3,12,,Scrambled,,306500.0,5fd40b6b-d81a-4a4e-a394-53ed7e58511f,,13303.0,750486.0,77568.0,,,,31619.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,33.0,33,,,8257164.0,http://cdn.usatsimg.com/api/download/?imageID=21309087,http://cdn.usatsimg.com/api/download/?imageID=21309095,2023-08-30T20:38:43,2023-08-30T20:39:43
20380,KC,93.0,Matt,Dickerson,DT,Active,"6'5""",292,1995-11-09T00:00:00,UCLA,2,DL,True,DEF,Matt Dickerson,28.0,5th Season,"November 9, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20380.png,10.0,NE,15,M.Dickerson,,Scrambled,Scrambled,1.0,79.0,KC,TEN,2018.0,,,True,6,5,4,,Scrambled,,306167.0,7bce07de-7179-459c-97a4-279fb53641a2,,12973.0,840781.0,82940.0,,,,31612.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,16.0,16,,,8298773.0,http://cdn.usatsimg.com/api/download/?imageID=18947828,http://cdn.usatsimg.com/api/download/?imageID=18947830,2022-08-29T11:11:05,2022-08-29T11:11:23
20382,,,Sharif,Finch,DE,Inactive,"6'4""",252,1995-10-01T00:00:00,Temple,2,DL,False,DEF,Sharif Finch,28.0,4th Season,"October 1, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20382.png,,HOU,0,S.Finch,,Scrambled,Scrambled,,,,TEN,2018.0,,,True,6,4,13,,Scrambled,,306503.0,571152e1-0a76-4562-b257-4729e4401549,,13296.0,,76258.0,,,,31615.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8289152.0,,,,
20384,WAS,30.0,Joshua,Kalu,S,Practice Squad,"6'0""",203,1995-08-28T00:00:00,Nebraska,2,DB,True,DEF,Joshua Kalu,28.0,5th Season,"August 28, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20384.png,14.0,LAR,15,J.Kalu,,Scrambled,Scrambled,,,WAS,TEN,2018.0,,,True,6,0,14,,Scrambled,,306502.0,ab741f46-d660-48f2-a910-774d0514d2e4,,12720.0,,81404.0,,,,31609.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,35.0,35,,,8299699.0,http://cdn.usatsimg.com/api/download/?imageID=12070975,http://cdn.usatsimg.com/api/download/?imageID=12145146,2019-01-28T16:33:54,2019-02-11T12:47:20
20388,,,De'Mornay,Pierson-El,WR,Inactive,"5'9""",185,1995-12-26T00:00:00,Nebraska,0,WR,False,OFF,De'Mornay Pierson-El,27.0,1st Season,"December 26, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,,LV,0,D.Pierson-El,,Scrambled,Scrambled,,,,WAS,2018.0,,,True,5,9,11,4.0,Scrambled,,306461.0,191847bd-6b12-4824-a832-29cddfffb046,,13100.0,821270.0,81418.0,,52553.0,821270.0,31404.0,Scrambled,Scrambled,,Scrambled,De'Mornay Pierson-El,De'Mornay Pierson-El,De'Mornay Pierson-El,,Scrambled,Scrambled,False,,,,,0,821270.0,De'Mornay Pierson-El,8274618.0,http://cdn.usatsimg.com/api/download/?imageID=16591931,http://cdn.usatsimg.com/api/download/?imageID=16591930,2021-08-20T00:35:39,2021-08-20T00:35:35
20392,,,Timon,Parris,OT,Inactive,"6'6""",330,1995-09-11T00:00:00,Stony Brook,1,OL,False,OFF,Timon Parris,28.0,3rd Season,"September 11, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20392.png,,GB,0,T.Parris,,Scrambled,Scrambled,,,,WAS,2018.0,,,True,6,6,12,,Scrambled,,306170.0,5e8ec29b-9769-4071-b9f8-3722cd138fc1,,12940.0,,78868.0,,,,31403.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8275361.0,http://cdn.usatsimg.com/api/download/?imageID=14971459,http://cdn.usatsimg.com/api/download/?imageID=14971461,2020-09-23T18:17:46,2020-09-23T18:18:19
20395,WAS,36.0,Danny,Johnson,CB,Active,"5'9""",190,1995-11-17T00:00:00,Southern,3,DB,True,DEF,Danny Johnson,28.0,6th Season,"November 17, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20395.png,14.0,LAR,15,D.Johnson,,Scrambled,Scrambled,1.0,86.0,WAS,WAS,2018.0,,,True,5,9,14,,Scrambled,,306472.0,3f178f8f-97fc-491c-ae5a-4c2544e611ef,,12834.0,843510.0,86402.0,,,,31402.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,35.0,35,,,8250061.0,http://cdn.usatsimg.com/api/download/?imageID=22053057,http://cdn.usatsimg.com/api/download/?imageID=22058080,2023-12-07T08:17:05,2023-12-07T21:25:42
20398,CHI,19.0,Equanimeous,St. Brown,WR,Active,"6'5""",214,1996-09-30T00:00:00,Notre Dame,3,WR,True,OFF,Equanimeous St. Brown,27.0,6th Season,"September 30, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20398.png,13.0,CLE,15,E.St. Brown,398.3,Scrambled,Scrambled,1.0,3.0,CHI,GB,2018.0,3.0,141.0,False,6,5,0,2.0,Scrambled,2046.0,306012.0,0b97067d-9e06-4ec0-97b2-e1cb491e12a6,13145.0,12560.0,884601.0,93404.0,,64841.0,884601.0,31177.0,Scrambled,Scrambled,2023-12-07T00:00:00,Scrambled,Equanimeous St. Brown,Equanimeous St. Brown,Equanimeous St. Brown,3.0,Scrambled,Scrambled,True,2933.0,2046.0,5.0,6.0,6,884601.0,Equanimeous St. Brown,8297807.0,http://cdn.usatsimg.com/api/download/?imageID=21378137,http://cdn.usatsimg.com/api/download/?imageID=21378138,2023-09-09T09:31:27,2023-09-09T09:31:34
20411,CAR,49.0,Frankie,Luvu,LB,Active,"6'3""",235,1996-09-19T00:00:00,Washington State,3,LB,True,DEF,Frankie Luvu,27.0,6th Season,"September 19, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20411.png,7.0,ATL,15,F.Luvu,,Scrambled,Scrambled,0.0,83.0,CAR,NYJ,2018.0,,,True,6,3,6,,Scrambled,,306527.0,717ebb17-f54f-4052-b9fb-af641a25ebe2,,13159.0,835933.0,84668.0,,,,31503.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,5.0,5,,,8274545.0,http://cdn.usatsimg.com/api/download/?imageID=21378198,http://cdn.usatsimg.com/api/download/?imageID=21378197,2023-09-09T09:58:27,2023-09-09T09:58:22
20418,,,Trey,Marshall,SS,Inactive,"6'0""",207,1996-02-13T00:00:00,Florida State,2,DB,False,DEF,Trey Marshall,27.0,4th Season,"February 13, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20418.png,,LAR,0,T.Marshall,,Scrambled,Scrambled,,,,DEN,2018.0,,,True,6,0,14,,Scrambled,,306322.0,bfdeb053-b503-4f35-968b-78d8a9997473,,12684.0,824088.0,82502.0,,,,31381.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8275779.0,http://cdn.usatsimg.com/api/download/?imageID=16697223,http://cdn.usatsimg.com/api/download/?imageID=16697222,2021-09-06T12:31:05,2021-09-06T12:31:01
20428,,,Skai,Moore,OLB,Inactive,"6'2""",225,1995-01-08T00:00:00,South Carolina,1,LB,False,DEF,Skai Moore,28.0,3rd Season,"January 8, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20428.png,,BUF,0,S.Moore,,Scrambled,Scrambled,,,,IND,2018.0,,,True,6,2,4,,Scrambled,,306105.0,6bfc1107-7883-47db-85ef-3f8f24222a20,,12967.0,744603.0,73819.0,,,,31372.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8255117.0,http://cdn.usatsimg.com/api/download/?imageID=16603091,http://cdn.usatsimg.com/api/download/?imageID=16648646,2021-08-21T14:34:13,2021-08-29T08:50:41
20429,TB,30.0,Dee,Delaney,DB,Active,"5'11""",200,1995-02-20T00:00:00,Miami (FL),1,DB,True,DEF,Dee Delaney,28.0,3rd Season,"February 20, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20429.png,5.0,GB,15,D.Delaney,,Scrambled,Scrambled,1.0,84.0,TB,JAX,2018.0,,,True,5,11,12,,Scrambled,,306108.0,5d61b458-9b4e-4016-9983-7add180b698d,,12666.0,,89337.0,,,,31261.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,33.0,33,,,8274471.0,http://cdn.usatsimg.com/api/download/?imageID=21308892,http://cdn.usatsimg.com/api/download/?imageID=21322090,2023-08-30T19:54:53,2023-09-01T15:31:06
20434,LV,31.0,Brandon,Facyson,CB,Injured Reserve,"6'2""",197,1994-09-08T00:00:00,Virginia Tech,3,DB,True,DEF,Brandon Facyson,29.0,6th Season,"September 8, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20434.png,13.0,LAC,15,B.Facyson,,Scrambled,Scrambled,,,LV,LAC,2018.0,,,True,6,2,18,,Scrambled,,306198.0,e11ce848-c797-460b-bb46-6b9ceae48542,,12669.0,728180.0,72743.0,,,,31676.0,Scrambled,Scrambled,2023-08-29T00:00:00,Scrambled,,,,,Scrambled,Scrambled,False,,,,25.0,25,,,8314081.0,http://cdn.usatsimg.com/api/download/?imageID=21362194,http://cdn.usatsimg.com/api/download/?imageID=21370291,2023-09-07T12:51:14,2023-09-08T14:41:50
20450,WAS,92.0,Abdullah,Anderson,DL,Practice Squad,"6'4""",295,1996-01-24T00:00:00,Bucknell,2,DL,True,DEF,Abdullah Anderson,27.0,5th Season,"January 24, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20450.png,14.0,LAR,15,A.Anderson,,Scrambled,Scrambled,1.0,80.0,WAS,CHI,2018.0,,,True,6,4,14,,Scrambled,,306281.0,3bdd0681-066b-477f-bca9-6b38bad6d8e9,,13237.0,,87688.0,,,,31657.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,35.0,35,,,8313501.0,http://cdn.usatsimg.com/api/download/?imageID=20185835,http://cdn.usatsimg.com/api/download/?imageID=20185832,2023-03-09T21:24:23,2023-03-09T21:24:14
20457,,,KC,McDermott,OL,Inactive,"6'5""",311,1996-04-18T00:00:00,Miami (FL),2,OL,False,OFF,KC McDermott,27.0,4th Season,"April 18, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20457.png,,IND,0,K.McDermott,,Scrambled,Scrambled,,,,JAX,2018.0,,,True,6,5,18,,Scrambled,,306372.0,3fa9a860-a1ee-4355-ab3e-ba81490a4385,,12687.0,,83132.0,,,,31269.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8306342.0,http://cdn.usatsimg.com/api/download/?imageID=13787719,,2019-12-13T09:35:54,
20460,JAX,37.0,Tre,Herndon,CB,Active,"5'11""",190,1996-03-05T00:00:00,Vanderbilt,3,DB,True,DEF,Tre Herndon,27.0,6th Season,"March 5, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20460.png,9.0,BAL,15,T.Herndon,,Scrambled,Scrambled,0.0,87.0,JAX,JAX,2018.0,,,True,5,11,1,,Scrambled,,306378.0,3db8b3b4-d3f5-4b35-bc19-ee56ec6d29da,,13040.0,835853.0,84160.0,,,,31262.0,Scrambled,Scrambled,2023-12-04T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,15.0,15,,,8258766.0,http://cdn.usatsimg.com/api/download/?imageID=21365639,http://cdn.usatsimg.com/api/download/?imageID=21365640,2023-09-07T22:00:32,2023-09-07T22:00:45
20466,,,Matthew,McCrane,K,Inactive,"5'9""",166,1994-09-08T00:00:00,Kansas State,0,K,False,ST,Matthew McCrane,29.0,1st Season,"September 8, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20466.png,,TB,0,M.McCrane,,Scrambled,Scrambled,,,,ARI,2018.0,,,True,5,9,16,6.0,Scrambled,,306405.0,bd49c4a4-1314-45e1-bff5-fc67ba41d1dd,13503.0,12712.0,733640.0,73247.0,,39778.0,733640.0,31310.0,Scrambled,Scrambled,,Scrambled,Matt McCrane,Matt McCrane,Matt McCrane,,Scrambled,Scrambled,False,,,,,0,,,2398311.0,,,,
20469,,,Niles,Scott,DT,Inactive,"6'2""",310,1995-09-30T00:00:00,Frostburg State,2,DL,False,DEF,Niles Scott,28.0,4th Season,"September 30, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20469.png,,NE,0,N.Scott,,Scrambled,Scrambled,,,,SF,2018.0,,,True,6,2,4,,Scrambled,,306448.0,8b6a4108-ccfa-4af4-a37e-c617d5793de7,,13423.0,,132782.0,,,,31334.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8289207.0,,,,
20482,MIN,65.0,Austin,Schlottmann,C,Active,"6'6""",300,1995-09-18T00:00:00,TCU,2,OL,True,OFF,Austin Schlottmann,28.0,5th Season,"September 18, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20482.png,13.0,CIN,15,A.Schlottmann,,Scrambled,Scrambled,1.0,72.0,MIN,DEN,2018.0,,,True,6,6,17,,Scrambled,,306318.0,dbed6759-8ce2-4f1b-8757-aab4ec66dcc9,,13954.0,822439.0,83693.0,,,,31382.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,20.0,20,,,8297649.0,http://cdn.usatsimg.com/api/download/?imageID=21351352,http://cdn.usatsimg.com/api/download/?imageID=21351351,2023-09-05T17:12:40,2023-09-05T17:12:14
20487,MIN,4.0,Brandon,Powell,WR,Active,"5'8""",181,1995-09-12T00:00:00,Florida,3,WR,True,OFF,Brandon Powell,28.0,6th Season,"September 12, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20487.png,13.0,CIN,15,B.Powell,630.8,Scrambled,Scrambled,0.0,3.0,MIN,DET,2018.0,,,True,5,8,17,16.0,Scrambled,2114.0,306331.0,5ec01774-4a79-40aa-be4a-e33c71bd5bf4,13782.0,13036.0,820435.0,81930.0,,52345.0,820435.0,31641.0,Scrambled,Scrambled,,Scrambled,Brandon Powell,Brandon Powell,Brandon Powell,2.0,Scrambled,Scrambled,False,,2114.0,5.0,20.0,20,820435.0,Brandon Powell,8313154.0,http://cdn.usatsimg.com/api/download/?imageID=21351349,http://cdn.usatsimg.com/api/download/?imageID=21351348,2023-09-05T17:09:13,2023-09-05T17:09:02
20488,,,Austin,Larkin,DE,Inactive,"6'3""",265,1995-04-06T00:00:00,Purdue,2,DL,False,DEF,Austin Larkin,28.0,4th Season,"April 6, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20488.png,,TB,0,A.Larkin,,Scrambled,Scrambled,,,,DAL,2018.0,,,True,6,3,16,,Scrambled,,306341.0,9fe70732-0c55-42ff-a79c-9d234fbc995c,,13251.0,,122058.0,,,,31286.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8252862.0,http://cdn.usatsimg.com/api/download/?imageID=16574797,http://cdn.usatsimg.com/api/download/?imageID=16617950,2021-08-16T22:46:13,2021-08-24T13:05:00
20492,SF,30.0,George,Odum,S,Injured Reserve,"6'1""",202,1993-11-03T00:00:00,Central Arkansas,3,DB,True,DEF,George Odum,30.0,6th Season,"November 3, 1993",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20492.png,9.0,ARI,15,G.Odum,,Scrambled,Scrambled,,,SF,IND,2018.0,,,True,6,1,19,,Scrambled,,306365.0,b736f05a-38a5-47b4-aaab-734667967ac2,,13094.0,742874.0,77726.0,,,,31373.0,Scrambled,Scrambled,2023-11-23T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,31.0,31,,,8298075.0,http://cdn.usatsimg.com/api/download/?imageID=21312497,http://cdn.usatsimg.com/api/download/?imageID=21312498,2023-08-31T10:42:16,2023-08-31T10:43:04
20495,,,Tomasi,Laulile,DE,Inactive,"6'3""",301,1995-05-22T00:00:00,Brigham Young,0,DL,False,DEF,Tomasi Laulile,28.0,1st Season,"May 22, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20495.png,,LV,0,T.Laulile,,Scrambled,Scrambled,,,,IND,2018.0,,,True,6,3,11,,Scrambled,,306370.0,58e567dc-6d54-4907-86e1-d21615afaeba,,13738.0,,,,,,31371.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,,,,,
20498,DEN,57.0,Ben,Niemann,LB,Active,"6'2""",235,1995-07-27T00:00:00,Iowa,3,LB,True,DEF,Ben Niemann,28.0,6th Season,"July 27, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20498.png,9.0,DET,15,B.Niemann,,Scrambled,Scrambled,1.0,83.0,DEN,KC,2018.0,,,True,6,2,14,,Scrambled,,306383.0,46689e7b-4a03-463b-9978-1496ab89313e,,13179.0,844768.0,89354.0,,,,31495.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,10.0,10,,,8314642.0,http://cdn.usatsimg.com/api/download/?imageID=19935190,http://cdn.usatsimg.com/api/download/?imageID=19935188,2023-02-06T19:33:41,2023-02-06T19:33:37
20499,,,Ryan,Hunter,G,Inactive,"6'3""",316,1995-04-01T00:00:00,Bowling Green,1,OL,False,OFF,Ryan Hunter,28.0,2nd Season,"April 1, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20499.png,,LV,0,R.Hunter,,Scrambled,Scrambled,,,,KC,2018.0,,,True,6,3,11,,Scrambled,,306384.0,65bfa813-7bcb-461e-8716-7072e4705ad1,,13175.0,,74740.0,,,,31488.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8253430.0,,,,
20500,,,Darrel,Williams,RB,Inactive,"5'11""",224,1995-04-15T00:00:00,LSU,3,RB,False,OFF,Darrel Williams,28.0,6th Season,"April 15, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20500.png,,TEN,0,D.Williams,632.2,Scrambled,Scrambled,,,,KC,2018.0,,,True,5,11,7,4.0,Scrambled,,306385.0,c2a19a09-74a2-4ace-8cc3-6dfb65070a70,13668.0,12839.0,822038.0,81940.0,,52897.0,822038.0,31500.0,Scrambled,Scrambled,,Scrambled,Darrel Williams,Darrel Williams,Darrel Williams,,Scrambled,Scrambled,False,,,,,0,822038.0,Darrel Williams,8298023.0,http://cdn.usatsimg.com/api/download/?imageID=19935185,http://cdn.usatsimg.com/api/download/?imageID=19935184,2023-02-06T19:32:49,2023-02-06T19:32:44
20502,JAX,64.0,Jimmy,Murray,C,Practice Squad,"6'5""",305,1995-05-05T00:00:00,Holy Cross,2,OL,True,OFF,Jimmy Murray,28.0,4th Season,"May 5, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20502.png,9.0,BAL,15,J.Murray,,Scrambled,Scrambled,,,JAX,KC,2018.0,,,True,6,5,1,,Scrambled,,306389.0,99119082-a5be-4fb0-bebf-ad25cd564b4e,,13178.0,,80081.0,,,,31494.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,15.0,15,,,8274955.0,,,,
20506,CIN,87.0,Tanner,Hudson,TE,Active,"6'5""",239,1994-11-12T00:00:00,Southern Arkansas,2,TE,True,OFF,Tanner Hudson,29.0,4th Season,"November 12, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20506.png,7.0,MIN,15,T.Hudson,313.7,Scrambled,Scrambled,2.0,4.0,CIN,TB,2018.0,,,True,6,5,5,5.0,Scrambled,2182.0,306398.0,2fa75e05-cac4-4b40-8924-dbc9ae0c959c,,13286.0,1115394.0,75482.0,,83117.0,1115394.0,31257.0,Scrambled,Scrambled,,Scrambled,Tanner Hudson,Tanner Hudson,Tanner Hudson,0.0,Scrambled,Scrambled,False,,2182.0,5.0,7.0,7,1115394.0,Tanner Hudson,8309472.0,http://cdn.usatsimg.com/api/download/?imageID=21801439,http://cdn.usatsimg.com/api/download/?imageID=21835761,2023-11-02T21:00:01,2023-11-06T22:03:58
20507,,,Luis,Perez,QB,Inactive,"6'3""",218,1994-08-26T00:00:00,Texas A&M-Commerce,0,QB,False,OFF,Luis Perez,29.0,1st Season,"August 26, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20507.png,,HOU,0,L.Perez,,Scrambled,Scrambled,,,,LAR,2018.0,,,True,6,3,13,17.0,Scrambled,,306410.0,90395591-32e3-42e8-962f-1f82f7cd6e75,,13078.0,895714.0,132836.0,,84287.0,895714.0,31734.0,Scrambled,Scrambled,,Scrambled,Luis Perez,Luis Perez,Luis Perez,,Scrambled,Scrambled,False,,,,,0,895714.0,Luis Perez,2527339.0,,,,
20511,,,Chris,Lacy,WR,Inactive,"6'3""",205,1996-01-28T00:00:00,Oklahoma State,1,WR,False,OFF,Chris Lacy,27.0,2nd Season,"January 28, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20511.png,,DEN,0,C.Lacy,621.3,Scrambled,Scrambled,,,,NE,2018.0,,,True,6,3,20,5.0,Scrambled,,306428.0,b2c4ef6b-4caf-4f4e-9cdd-3bd9f2e38d01,,12952.0,835417.0,83503.0,,55750.0,835417.0,31651.0,Scrambled,Scrambled,,Scrambled,Chris Lacy,Chris Lacy,Chris Lacy,,Scrambled,Scrambled,False,,,,,0,835417.0,Chris Lacy,8299006.0,http://cdn.usatsimg.com/api/download/?imageID=16577398,http://cdn.usatsimg.com/api/download/?imageID=16619860,2021-08-17T16:43:44,2021-08-24T21:01:09
20512,CLE,13.0,Corey,Bojorquez,P,Active,"6'0""",217,1996-09-13T00:00:00,New Mexico,3,P,True,ST,Corey Bojorquez,27.0,6th Season,"September 13, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20512.png,5.0,CHI,15,C.Bojorquez,,Scrambled,Scrambled,0.0,137.0,CLE,NE,2018.0,,,True,6,0,12,12.0,Scrambled,,306429.0,1073ac8d-d12f-4ad0-845d-5351503931bd,,13323.0,912096.0,120802.0,,,912096.0,31727.0,Scrambled,Scrambled,,Scrambled,,Corey Bojorquez,,,Scrambled,Scrambled,False,,,,8.0,8,,,8299209.0,http://cdn.usatsimg.com/api/download/?imageID=21372841,http://cdn.usatsimg.com/api/download/?imageID=21372839,2023-09-08T21:33:34,2023-09-08T21:33:06
20513,,,A.J.,Moore,S,Inactive,"5'11""",200,1995-12-15T00:00:00,Mississippi,3,DB,False,DEF,A.J. Moore,28.0,6th Season,"December 15, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20513.png,,NE,0,A.Moore,,Scrambled,Scrambled,,,,NE,2018.0,,,True,5,11,4,,Scrambled,,306430.0,f9ae156c-f690-401f-b964-34b0ff6187f9,,13189.0,837936.0,84081.0,,,,31652.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8299705.0,http://cdn.usatsimg.com/api/download/?imageID=16620894,http://cdn.usatsimg.com/api/download/?imageID=16620893,2021-08-24T23:28:34,2021-08-24T23:28:32
20516,,,Trent,Harris,OLB,Inactive,"6'2""",255,1995-09-17T00:00:00,Miami (FL),2,LB,False,DEF,Trent Harris,28.0,4th Season,"September 17, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20516.png,,KC,0,T.Harris,,Scrambled,Scrambled,,,,NE,2018.0,,,True,6,2,2,,Scrambled,,306434.0,18264a0b-cb51-487a-b2cc-f9258f0325f6,,13187.0,820764.0,83098.0,,,,31648.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,,0,,,8251109.0,http://cdn.usatsimg.com/api/download/?imageID=16643379,http://cdn.usatsimg.com/api/download/?imageID=16660347,2021-08-28T13:47:52,2021-08-31T20:11:07
20520,JAX,97.0,Henry,Mondeaux,DL,Practice Squad,"6'5""",280,1995-09-19T00:00:00,Oregon,2,DL,True,DEF,Henry Mondeaux,28.0,5th Season,"September 19, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20520.png,9.0,BAL,15,H.Mondeaux,,Scrambled,Scrambled,,,JAX,NO,2018.0,,,True,6,5,1,,Scrambled,,306446.0,d7f79a32-6a28-4e14-bedf-6186dec771e6,,13390.0,835886.0,83816.0,,,,31518.0,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,15.0,15,,,8298397.0,http://cdn.usatsimg.com/api/download/?imageID=16977667,http://cdn.usatsimg.com/api/download/?imageID=17003249,2021-10-17T18:34:24,2021-10-22T14:16:20
