Team,Position,Status,Height,Weight,College,Experience,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,HeightFeet,HeightInches,Salary
NE,DB,Injured Reserve,"5'8""",188,Houston,1,True,DEF,Marcus Jones,25.0,2nd Season,"October 22, 1998",5,8,"$1,294,238"
JAX,CB,Active,"6'0""",190,Ouachita Baptist,1,True,DEF,Gregory Junior,24.0,2nd Season,"June 21, 1999",6,0,"$787,500"
PHI,LB,Active,"6'3""",238,Vanderbilt,3,True,DEF,Zach Cunningham,29.0,7th Season,"December 12, 1994",6,3,"$1,775,000"
CLE,DE,Active,"6'4""",268,Missouri,0,True,DEF,Isaiah McGuire,22.0,Rookie,"July 27, 2001",6,4,"$1,137,983"
DAL,LB,Injured Reserve,"6'2""",220,Texas,0,True,DEF,DeMarvion Overshown,23.0,Rookie,"August 13, 2000",6,2,"$1,347,507"
HOU,DE,Active,"6'2""",254,TCU,7,True,DEF,Jerry Hughes,35.0,14th Season,"August 13, 1988",6,2,"$5,000,000"
ARI,DT,Injured Reserve,"6'3""",305,Clemson,3,True,DEF,Carlos Watkins,30.0,7th Season,"December 5, 1993",6,3,"$1,670,000"
HOU,LB,Active,"6'1""",226,Alabama,1,True,DEF,Christian Harris,22.0,2nd Season,"January 16, 2001",6,1,"$1,337,062"
BAL,DE,Active,"6'7""",309,Virginia,5,True,DEF,Brent Urban,32.0,10th Season,"May 5, 1991",6,7,"$1,165,000"
PHI,S,Active,"6'1""",203,Middle Tennessee State,1,True,DEF,Reed Blankenship,24.0,2nd Season,"March 2, 1999",6,1,"$855,000"
BUF,S,Active,"6'0""",191,Oregon State,5,True,DEF,Jordan Poyer,32.0,11th Season,"April 25, 1991",6,0,"$6,250,000"
KC,DE,Active,"6'4""",255,Kansas State,0,True,DEF,Felix Anudike-Uzomah,21.0,Rookie,"January 24, 2002",6,4,"$2,954,454"
DET,CB,Active,"5'11""",180,Tennessee,3,True,DEF,Cameron Sutton,28.0,7th Season,"February 27, 1995",5,11,"$11,000,000"
MIN,CB,Active,"5'11""",178,USC,0,True,DEF,Mekhi Blackmon,24.0,Rookie,"March 18, 1999",5,11,"$1,326,021"
NYJ,DE,Injured Reserve,"6'3""",258,Northwestern,3,True,DEF,Ifeadi Odenigbo,29.0,6th Season,"April 8, 1994",6,3,"$1,080,000"
DAL,LB,Active,"6'3""",240,LSU,1,True,DEF,Damone Clark,23.0,2nd Season,"June 28, 2000",6,3,"$975,638"
IND,LB,Active,"6'0""",235,Syracuse,3,True,DEF,Zaire Franklin,27.0,6th Season,"July 2, 1996",6,0,"$3,333,333"
IND,QB,Active,"6'2""",225,Texas,1,True,OFF,Sam Ehlinger,25.0,3rd Season,"September 30, 1998",6,2,"$902,677"
JAX,CB,Active,"6'0""",190,Arkansas,1,True,DEF,Montaric Brown,24.0,2nd Season,"August 24, 1999",6,0,"$943,995"
DAL,LB,Active,"6'3""",245,Penn State,1,True,DEF,Micah Parsons,24.0,3rd Season,"May 26, 1999",6,3,"$4,269,948"
TEN,LB,Injured Reserve,"6'2""",232,Mississippi,1,True,DEF,Chance Campbell,24.0,2nd Season,"October 8, 1999",6,2,"$892,500"
CAR,ILB,Active,"6'0""",222,Tennessee-Chattanooga,3,True,DEF,Tae Davis,27.0,6th Season,"August 14, 1996",6,0,"$1,080,000"
NE,CB,Injured Reserve,"6'2""",205,Oregon,0,True,DEF,Christian Gonzalez,21.0,Rookie,"June 28, 2002",6,2,"$3,775,717"
DAL,DE,Active,"6'5""",268,Iowa,1,True,DEF,Chauncey Golston,25.0,3rd Season,"February 10, 1998",6,5,"$1,229,147"
ATL,DL,Injured Reserve,"6'4""",266,Rice,0,True,DEF,Ikenna Enechukwu,23.0,Rookie,"January 24, 2000",6,4,"$908,333"
KC,CB,Active,"6'0""",189,Ball State,0,True,DEF,Nic Jones,22.0,Rookie,"October 15, 2001",6,0,"$979,444"
TEN,CB,Physically Unable to Perform,"6'2""",197,Virginia Tech,1,True,DEF,Caleb Farley,25.0,3rd Season,"November 2, 1998",6,2,"$3,373,871"
GB,OT,Active,"6'9""",370,Indiana,1,True,OFF,Caleb Jones,24.0,2nd Season,"February 10, 1999",6,9,"$787,500"
ATL,OL,Active,"6'2""",295,Washburn,1,True,OFF,Kyle Hinton,25.0,2nd Season,"February 27, 1998",6,2,"$977,500"
ARI,TE,Active,"6'4""",247,Wake Forest,0,True,OFF,Blake Whiteheart,23.0,Rookie,"March 22, 2000",6,4,"$750,000"
MIA,DE,Active,"6'4""",275,Oklahoma State,4,True,DEF,Emmanuel Ogbah,30.0,8th Season,"November 6, 1993",6,4,"$16,350,000"
NO,S,Active,"6'0""",205,Mississippi State,2,True,DEF,Johnathan Abram,27.0,5th Season,"October 25, 1996",6,0,"$1,162,500"
BAL,QB,Active,"6'3""",214,San Diego,4,True,OFF,Josh Johnson,37.0,9th Season,"May 15, 1986",6,3,"$1,317,500"
KC,DT,Active,"6'5""",292,UCLA,2,True,DEF,Matt Dickerson,28.0,5th Season,"November 9, 1995",6,5,"$1,080,000"
ATL,DL,Injured Reserve,"6'5""",280,Western Illinois,1,True,DEF,LaCale London,26.0,3rd Season,"August 5, 1997",6,5,"$750,000"
DEN,OLB,Active,"6'2""",265,Central Michigan,0,True,DEF,Thomas Incoom,24.0,Rookie,"February 19, 1999",6,2,"$905,000"
TB,CB,Active,"6'2""",199,Sam Houston State,1,True,DEF,Zyon McCollum,24.0,2nd Season,"May 3, 1999",6,2,"$995,433"
HOU,FB,Injured Reserve,"5'11""",245,Central Michigan,1,True,OFF,Troy Hairston,25.0,2nd Season,"December 8, 1998",5,11,"$853,333"
SF,CB,Active,"6'0""",202,Colorado,3,True,DEF,Isaiah Oliver,27.0,6th Season,"September 30, 1996",6,0,"$3,375,000"
PHI,QB,Active,"6'6""",231,Stanford,0,True,OFF,Tanner McKee,23.0,Rookie,"April 27, 2000",6,6,"$1,006,630"
SF,OL,Active,"6'4""",311,Western Michigan,1,True,OFF,Jaylon Moore,25.0,3rd Season,"January 9, 1998",6,4,"$750,000"
KC,LB,Active,"6'3""",250,Wisconsin,1,True,DEF,Leo Chenal,23.0,2nd Season,"October 26, 2000",6,3,"$1,261,227"
NE,LB,Injured Reserve,"6'2""",250,Ohio State,3,True,DEF,Raekwon McMillan,28.0,6th Season,"November 17, 1995",6,2,"$1,495,000"
SF,OLB,Active,"6'5""",242,Nebraska,3,True,DEF,Randy Gregory,31.0,6th Season,"November 23, 1992",6,5,"$14,000,000"
NYJ,S,Active,"6'1""",197,LSU,0,True,DEF,Jarrick Bernard-Converse,23.0,Rookie,"April 29, 2000",6,1,"$1,001,278"
NYJ,DL,Injured Reserve,"6'3""",260,Utah,2,True,DEF,Bradlee Anae,25.0,4th Season,"January 17, 1998",6,3,"$917,500"
PHI,OT,Active,"6'7""",326,Florida,2,True,OFF,Fred Johnson,26.0,5th Season,"June 5, 1997",6,7,"$1,252,500"
IND,LB,Active,"6'0""",225,San Diego State,0,True,DEF,Segun Olubi,24.0,1st Season,"November 1, 1999",6,0,"$750,000"
BUF,DE,Active,"6'3""",265,Clemson,4,True,DEF,Shaq Lawson,29.0,8th Season,"June 17, 1994",6,3,"$1,317,500"
GB,LB,Active,"6'4""",258,South Carolina,1,True,DEF,Kingsley Enagbare,23.0,2nd Season,"January 18, 2000",6,4,"$975,638"
SF,OL,Injured Reserve,"6'6""",316,Fordham,1,True,OFF,Nick Zakelj,24.0,2nd Season,"June 22, 1999",6,6,"$962,589"
CHI,DT,Active,"6'4""",300,South Carolina,0,True,DEF,Zacch Pickens,23.0,Rookie,"March 6, 2000",6,4,"$1,440,948"
JAX,DL,Active,"6'5""",290,Texas-El Paso,3,True,DEF,Roy Robertson-Harris,30.0,7th Season,"July 23, 1993",6,5,"$7,200,000"
SEA,CB,Active,"5'10""",185,Oklahoma,1,True,DEF,Tre Brown,26.0,3rd Season,"September 24, 1997",5,10,"$1,030,166"
BUF,DE,Active,"6'6""",266,Miami (FL),1,True,DEF,Greg Rousseau,23.0,3rd Season,"April 5, 2000",6,6,"$2,902,050"
TB,DL,Active,"6'6""",281,Michigan State,5,True,DEF,William Gholston,32.0,11th Season,"July 31, 1991",6,6,"$2,667,500"
,DT,Inactive,"6'2""",305,South Carolina,3,False,DEF,Taylor Stallworth,28.0,6th Season,"August 18, 1995",6,2,"$1,080,000"
HOU,C,Injured Reserve,"6'3""",321,Miami,0,True,OFF,DJ Scaife,23.0,Rookie,"February 17, 2000",6,3,"$750,000"
BAL,S,Injured Reserve,"5'8""",177,TCU,1,True,DEF,Ar'Darius Washington,24.0,3rd Season,"November 2, 1999",5,8,"$940,000"
PIT,LB,Injured Reserve,"6'1""",240,North Carolina,2,True,DEF,Cole Holcomb,27.0,5th Season,"July 30, 1996",6,1,"$6,000,000"
DEN,DL,Active,"6'3""",328,Wyoming,4,True,DEF,Mike Purcell,32.0,8th Season,"April 20, 1991",6,3,"$3,833,333"
SF,CB,Active,"6'1""",196,Middle Tennessee State,3,True,DEF,Charvarius Ward,27.0,6th Season,"May 16, 1996",6,1,"$13,500,000"
TB,OL,Active,"6'5""",300,Florida Atlantic,1,True,OFF,Brandon Walton,25.0,2nd Season,"March 18, 1998",6,5,"$787,500"
IND,CB,Active,"6'2""",203,Texas A&M,0,True,DEF,Jaylon Jones,21.0,Rookie,"April 3, 2002",6,2,"$988,370"
HOU,OT,Injured Reserve,"6'7""",312,Auburn,0,True,OFF,Kilian Zierer,23.0,Rookie,"February 24, 2000",6,7,"$901,667"
JAX,LB,Active,"6'3""",235,Utah,1,True,DEF,Devin Lloyd,25.0,2nd Season,"September 30, 1998",6,3,"$3,234,151"
KC,LB,Active,"6'3""",236,South Dakota,1,True,DEF,Jack Cochrane,24.0,2nd Season,"February 9, 1999",6,3,"$787,500"
ARI,DL,Active,"6'4""",295,Texas-San Antonio,2,True,DEF,Kevin Strong,27.0,5th Season,"August 5, 1996",6,4,"$1,156,250"
TB,S,Active,"6'3""",200,Southern Illinois,2,True,DEF,Ryan Neal,27.0,4th Season,"December 24, 1995",6,3,"$1,232,500"
CLE,LB,Active,"6'3""",235,California,2,True,DEF,Jordan Kunaszyk,27.0,5th Season,"October 15, 1996",6,3,"$1,232,500"
,WR,Inactive,"6'0""",224,Virginia,1,False,OFF,Joe Reed,25.0,3rd Season,"January 4, 1998",6,0,"$870,000"
MIA,LB,Injured Reserve,"6'5""",263,Miami (FL),1,True,DEF,Jaelan Phillips,24.0,3rd Season,"May 28, 1999",6,5,"$3,504,551"
KC,LB,Active,"5'11""",237,Missouri,1,True,DEF,Nick Bolton,23.0,3rd Season,"March 10, 2000",5,11,"$1,458,508"
LAC,OLB,Active,"6'3""",269,Buffalo,5,True,DEF,Khalil Mack,32.0,10th Season,"February 22, 1991",6,3,"$23,500,000"
DET,DL,Active,"6'3""",290,Washington,1,True,DEF,Levi Onwuzurike,25.0,3rd Season,"March 2, 1998",6,3,"$2,037,223"
LAC,OLB,Injured Reserve,"6'5""",280,Ohio State,4,True,DEF,Joey Bosa,28.0,8th Season,"July 11, 1995",6,5,"$27,000,000"
CAR,OLB,Active,"6'3""",252,Auburn,0,True,DEF,Eku Leota,24.0,Rookie,"May 11, 1999",6,3,"$750,000"
LAC,OLB,Active,"6'5""",248,Oregon,2,True,DEF,Justin Hollins,27.0,5th Season,"January 15, 1996",6,5,"$1,080,000"
HOU,DT,Active,"6'2""",305,Louisville,4,True,DEF,Sheldon Rankins,29.0,8th Season,"April 2, 1994",6,2,"$9,750,000"
WAS,TE,Injured Reserve,"6'5""",225,Ohio,1,True,OFF,Armani Rogers,26.0,2nd Season,"December 4, 1997",6,5,"$859,167"
GB,S,Active,"5'11""",198,Maryland,2,True,DEF,Darnell Savage,26.0,5th Season,"July 30, 1997",5,11,"$3,129,422"
JAX,OLB,Active,"6'5""",272,Georgia,1,True,DEF,Travon Walker,22.0,2nd Season,"December 18, 2000",6,5,"$9,343,155"
NYJ,LB,Active,"6'2""",231,Alabama,4,True,DEF,C.J. Mosley,31.0,9th Season,"June 19, 1992",6,2,"$17,000,000"
TB,CB,Active,"6'1""",206,Auburn,2,True,DEF,Jamel Dean,27.0,5th Season,"October 15, 1996",6,1,"$13,000,000"
JAX,OLB,Active,"6'3""",275,Illinois,3,True,DEF,Dawuane Smoot,28.0,7th Season,"March 2, 1995",6,3,"$3,500,000"
GB,LB,Active,"6'5""",265,Mississippi State,4,True,DEF,Preston Smith,31.0,9th Season,"November 17, 1992",6,5,"$13,000,000"
SEA,FS,Active,"5'9""",197,Texas,4,True,DEF,Quandre Diggs,30.0,9th Season,"January 22, 1993",5,9,"$13,000,000"
CHI,CB,Active,"5'11""",180,Duke,1,True,DEF,Josh Blackwell,24.0,2nd Season,"April 5, 1999",5,11,"$870,000"
IND,S,Active,"5'10""",208,Southern Methodist,1,True,DEF,Trevor Denbow,25.0,2nd Season,"August 26, 1998",5,10,"$870,000"
MIN,S,Active,"6'0""",200,California,1,True,DEF,Camryn Bynum,25.0,3rd Season,"July 19, 1998",6,0,"$1,049,453"
JAX,LB,Active,"6'3""",239,Wyoming,1,True,DEF,Chad Muma,24.0,2nd Season,"August 18, 1999",6,3,"$1,356,527"
ATL,DL,Injured Reserve,"6'0""",305,Clemson,4,True,DEF,Grady Jarrett,30.0,9th Season,"April 28, 1993",6,0,"$16,823,333"
LAC,LB,Active,"6'3""",244,Iowa,1,True,DEF,Nick Niemann,26.0,3rd Season,"December 2, 1997",6,3,"$923,501"
ATL,ILB,Active,"6'2""",238,Idaho,2,True,DEF,Kaden Elliss,28.0,5th Season,"July 10, 1995",6,2,"$7,166,667"
GB,CB,Active,"6'0""",193,Central Arkansas,1,True,DEF,Robert Rochell,25.0,3rd Season,"April 26, 1998",6,0,"$940,000"
WAS,DB,Active,"6'0""",195,Illinois,0,True,DEF,Jartavius Martin,23.0,Rookie,"April 17, 2000",6,0,"$1,909,455"
BUF,LB,Active,"6'2""",230,Tulane,0,True,DEF,Dorian Williams,22.0,Rookie,"June 8, 2001",6,2,"$1,368,202"
GB,TE,Injured Reserve,"6'4""",252,Georgia Tech,2,True,OFF,Tyler Davis,26.0,4th Season,"April 2, 1997",6,4,"$1,040,000"
DET,DL,Active,"6'1""",335,Mississippi,1,True,DEF,Benito Jones,26.0,3rd Season,"November 27, 1997",6,1,"$940,000"
LAR,DB,Active,"6'1""",201,UCLA,1,True,DEF,Quentin Lake,24.0,2nd Season,"January 29, 1999",6,1,"$948,004"
CIN,S,Active,"6'1""",210,Alabama,0,True,DEF,Jordan Battle,23.0,Rookie,"December 14, 2000",6,1,"$1,331,254"
SF,QB,Active,"6'2""",209,Arkansas,3,True,OFF,Brandon Allen,31.0,7th Season,"September 5, 1992",6,2,"$1,232,500"
ATL,CB,Active,"6'1""",195,Clemson,2,True,DEF,A.J. Terrell,25.0,4th Season,"September 23, 1998",6,1,"$3,576,437"
LAC,OLB,Active,"6'3""",266,USC,0,True,DEF,Tuli Tuipulotu,21.0,Rookie,"September 3, 2002",6,3,"$1,642,846"
TB,DL,Active,"6'6""",283,Houston,1,True,DEF,Logan Hall,23.0,2nd Season,"April 22, 2000",6,6,"$2,329,114"
NO,G,Injured Reserve,"6'3""",320,LSU,5,True,OFF,Trai Turner,30.0,10th Season,"June 14, 1993",6,3,"$1,317,500"
NYG,CB,Active,"5'11""",185,USC,3,True,DEF,Adoree' Jackson,28.0,7th Season,"September 18, 1995",5,11,"$13,000,000"
LAR,QB,Non Football Injury,"5'11""",190,Georgia,0,True,OFF,Stetson Bennett,26.0,Rookie,"October 28, 1997",5,11,"$1,134,785"
DET,S,Active,"6'3""",210,Syracuse,1,True,DEF,Ifeatu Melifonwu,24.0,3rd Season,"May 2, 1999",6,3,"$1,196,463"
TB,CB,Active,"6'3""",190,Alabama State,0,True,DEF,Keenan Isaac,23.0,Rookie,"February 17, 2000",6,3,
NYJ,LB,Active,"6'3""",255,Memphis,2,True,DEF,Bryce Huff,25.0,4th Season,"April 17, 1998",6,3,"$4,304,000"
BUF,OT,Active,"6'5""",305,UCLA,0,True,OFF,Alec Anderson,24.0,1st Season,"October 3, 1999",6,5,"$836,750"
NO,S,Active,"5'9""",190,LSU,5,True,DEF,Tyrann Mathieu,31.0,11th Season,"May 13, 1992",5,9,"$9,433,333"
LV,CB,Active,"5'11""",180,Arizona State,1,True,DEF,Jack Jones,25.0,2nd Season,"December 20, 1997",5,11,"$1,101,746"
DAL,S,Active,"6'0""",204,Texas A&M,2,True,DEF,Donovan Wilson,28.0,5th Season,"February 21, 1995",6,0,"$7,000,000"
SEA,CB,Injured Reserve,"6'0""",183,Washington (MO),0,True,DEF,Andrew Whitaker,24.0,1st Season,"January 16, 1999",6,0,"$832,500"
MIA,CB,Active,"5'10""",193,Texas A&M-Commerce,1,True,DEF,Kader Kohou,25.0,2nd Season,"November 28, 1998",5,10,"$863,333"
LAC,LB,Injured Reserve,"6'2""",227,Clemson,2,True,DEF,Tanner Muse,27.0,4th Season,"September 6, 1996",6,2,"$1,010,000"
WAS,LB,Active,"6'3""",234,Kentucky,1,True,DEF,Jamin Davis,25.0,3rd Season,"December 12, 1998",6,3,"$3,448,544"
TEN,DL,Active,"6'5""",285,Mississippi State,5,True,DEF,Denico Autry,33.0,10th Season,"July 15, 1990",6,5,"$7,166,667"
MIN,G,Active,"6'3""",307,LSU,1,True,OFF,Ed Ingram,24.0,2nd Season,"February 11, 1999",6,3,"$1,499,496"
KC,LB,Active,"6'2""",238,Middle Tennessee State,2,True,DEF,Darius Harris,27.0,4th Season,"January 17, 1996",6,2,"$1,010,000"
LAC,DB,Active,"5'10""",190,Wake Forest,2,True,DEF,Essang Bassey,25.0,4th Season,"August 12, 1998",5,10,"$1,010,000"
BAL,S,Active,"5'11""",210,Iowa,2,True,DEF,Geno Stone,24.0,4th Season,"April 19, 1999",5,11,"$1,760,000"
PHI,LB,Injured Reserve,"6'1""",240,Temple,2,True,DEF,Shaun Bradley,26.0,4th Season,"April 8, 1997",6,1,"$866,605"
BUF,CB,Active,"6'1""",205,Villanova,1,True,DEF,Christian Benford,23.0,2nd Season,"September 21, 2000",6,1,"$963,569"
DET,DL,Active,"6'4""",255,Notre Dame,4,True,DEF,Romeo Okwara,28.0,8th Season,"June 17, 1995",6,4,"$12,333,333"
ATL,DL,Active,"6'2""",287,North Carolina State,2,True,DEF,Kentavius Street,27.0,5th Season,"May 8, 1996",6,2,"$1,280,000"
ARI,OL,Injured Reserve,"6'4""",303,UCLA,0,True,OFF,Jon Gaines II,24.0,Rookie,"May 24, 1999",6,4,"$1,143,060"
HOU,CB,Active,"5'9""",190,New Mexico,1,True,DEF,D'Angelo Ross,27.0,3rd Season,"October 29, 1996",5,9,"$927,500"
HOU,S,Injured Reserve,"5'11""",199,Minnesota,4,True,DEF,Eric Murray,29.0,8th Season,"January 7, 1994",5,11,"$4,000,000"
JAX,DL,Active,"6'4""",290,Georgia Tech,4,True,DEF,Adam Gotsis,31.0,8th Season,"September 23, 1992",6,4,"$1,440,000"
WAS,DT,Active,"6'3""",300,Alabama,3,True,DEF,Jonathan Allen,28.0,7th Season,"January 16, 1995",6,3,"$18,000,000"
PIT,S,Injured Reserve,"6'0""",205,Army,1,True,DEF,Elijah Riley,25.0,3rd Season,"June 12, 1998",6,0,"$695,000"
CLE,LB,Active,"6'2""",221,Notre Dame,1,True,DEF,Jeremiah Owusu-Koramoah,24.0,3rd Season,"November 4, 1999",6,2,"$1,619,054"
MIN,DL,Active,"6'4""",338,Brigham Young,1,True,DEF,Khyiris Tonga,27.0,3rd Season,"July 7, 1996",6,4,"$825,000"
ATL,OLB,Active,"6'3""",256,Penn State,1,True,DEF,Arnold Ebiketie,24.0,2nd Season,"January 24, 1999",6,3,"$2,204,672"
NYJ,S,Injured Reserve,"6'0""",210,Virginia Tech,3,True,DEF,Chuck Clark,28.0,7th Season,"April 19, 1995",6,0,"$5,100,000"
MIA,CB,Active,"6'1""",203,Baylor,4,True,DEF,Xavien Howard,30.0,8th Season,"July 4, 1993",6,1,"$18,000,000"
BUF,CB,Active,"6'0""",206,Jacksonville State,3,True,DEF,Siran Neal,29.0,6th Season,"August 4, 1994",6,0,"$3,000,000"
NYJ,S,Active,"5'10""",198,Pittsburgh,3,True,DEF,Jordan Whitehead,26.0,6th Season,"March 18, 1997",5,10,"$5,250,000"
LAR,OLB,Active,"6'2""",250,Tennessee,0,True,DEF,Byron Young,25.0,Rookie,"March 13, 1998",6,2,"$1,417,178"
IND,S,Injured Reserve,"6'1""",208,California,0,True,DEF,Daniel Scott,25.0,Rookie,"October 26, 1998",6,1,"$1,036,959"
DAL,CB,Injured Reserve,"6'3""",190,California (PA),4,True,DEF,C.J. Goodwin,33.0,8th Season,"February 4, 1990",6,3,"$1,165,000"
PIT,CB,Active,"6'2""",198,South Carolina,0,True,DEF,Darius Rush,23.0,Rookie,"February 22, 2000",6,2,"$750,000"
LV,DT,Active,"6'3""",327,Georgia,5,True,DEF,John Jenkins,34.0,11th Season,"July 11, 1989",6,3,"$1,317,500"
NO,DE,Active,"6'7""",289,Villanova,3,True,DEF,Tanoh Kpassagnon,29.0,7th Season,"June 14, 1994",6,7,"$2,500,000"
TEN,CB,Active,"5'11""",197,LSU,2,True,DEF,Kristian Fulton,25.0,4th Season,"September 3, 1998",5,11,"$1,332,548"
NE,DE,Active,"6'5""",290,Georgia Tech,0,True,DEF,Keion White,24.0,Rookie,"January 20, 1999",6,5,"$1,947,540"
CAR,OLB,Active,"6'6""",245,Virginia Tech,1,True,DEF,Amaré Barno,24.0,2nd Season,"April 26, 1999",6,6,"$961,351"
DAL,DT,Active,"6'2""",302,Oklahoma,2,True,DEF,Neville Gallimore,26.0,4th Season,"January 17, 1997",6,2,"$1,170,112"
MIN,S,Active,"6'1""",198,Tennessee,1,True,DEF,Theo Jackson,25.0,2nd Season,"October 2, 1998",6,1,"$787,500"
CLE,CB,Active,"5'11""",190,Ohio State,3,True,DEF,Denzel Ward,26.0,6th Season,"April 28, 1997",5,11,"$20,100,000"
NO,DE,Active,"6'5""",265,Notre Dame,0,True,DEF,Isaiah Foskey,23.0,Rookie,"October 30, 2000",6,5,"$2,183,680"
HOU,S,Active,"5'11""",195,Northern Illinois,5,True,DEF,Jimmie Ward,32.0,10th Season,"July 18, 1991",5,11,"$6,500,000"
NO,DE,Active,"6'4""",287,California,6,True,DEF,Cameron Jordan,34.0,13th Season,"July 10, 1989",6,4,"$13,958,824"
PIT,DT,Injured Reserve,"6'5""",315,Arizona State,2,True,DEF,Renell Wren,28.0,4th Season,"October 23, 1995",6,5,"$870,000"
NO,DL,Injured Reserve,"6'3""",290,Texas,2,True,DEF,Malcolm Roach,25.0,4th Season,"June 9, 1998",6,3,"$1,010,000"
MIN,DL,Injured Reserve,"6'6""",296,Northwestern,4,True,DEF,Dean Lowry,29.0,8th Season,"June 9, 1994",6,6,"$4,250,000"
KC,DE,Active,"6'4""",263,Purdue,1,True,DEF,George Karlaftis,22.0,2nd Season,"April 3, 2001",6,4,"$2,983,868"
NYG,OLB,Active,"6'5""",258,Oregon,1,True,DEF,Kayvon Thibodeaux,23.0,2nd Season,"December 15, 2000",6,5,"$7,834,760"
DET,S,Active,"6'1""",203,Illinois,1,True,DEF,Kerby Joseph,23.0,2nd Season,"November 14, 2000",6,1,"$1,261,226"
TB,OLB,Active,"6'1""",240,Charlotte,0,True,DEF,Markees Watts,24.0,Rookie,"December 7, 1999",6,1,"$898,333"
MIN,OLB,Active,"6'5""",258,South Carolina,2,True,DEF,D.J. Wonnum,26.0,4th Season,"October 31, 1997",6,5,"$1,011,445"
DEN,S,Active,"5'10""",202,Texas,2,True,DEF,P.J. Locke,26.0,4th Season,"February 12, 1997",5,10,"$1,400,000"
DAL,S,Active,"6'4""",205,South Carolina,1,True,DEF,Israel Mukuamu,24.0,3rd Season,"November 28, 1999",6,4,"$902,677"
ATL,S,Active,"6'1""",213,Alabama,0,True,DEF,DeMarcco Hellams,23.0,Rookie,"June 5, 2000",6,1,"$986,575"
ATL,DL,Active,"6'4""",294,Texas,1,True,DEF,Ta'Quon Graham,25.0,3rd Season,"December 1, 1998",6,4,"$957,653"
MIN,S,Active,"6'1""",188,LSU,0,True,DEF,Jay Ward,23.0,Rookie,"July 13, 2000",6,1,"$1,123,386"
PHI,S,Active,"5'11""",212,Middle Tennessee State,4,True,DEF,Kevin Byard,30.0,8th Season,"August 17, 1993",5,11,"$12,550,000"
NO,RB,Injured Reserve,"5'9""",207,Arizona State,2,True,OFF,Eno Benjamin,24.0,4th Season,"April 13, 1999",5,9,"$849,428"
,TE,Inactive,"6'5""",250,Marian,1,False,OFF,Brandon Dillon,26.0,2nd Season,"April 30, 1997",6,5,"$870,000"
TB,ILB,Active,"6'1""",225,Memphis,1,True,DEF,J.J. Russell,25.0,2nd Season,"October 12, 1998",6,1,"$927,500"
DEN,ILB,Active,"6'3""",235,Wake Forest,2,True,DEF,Justin Strnad,27.0,4th Season,"August 21, 1996",6,3,"$883,193"
BAL,OT,Active,"6'5""",325,Oregon,0,True,OFF,Malaesala Aumavae-Laulu,24.0,Rookie,"May 25, 1999",6,5,"$1,003,298"
TEN,CB,Active,"5'10""",188,Baldwin Wallace,0,True,DEF,Anthony Kendall,23.0,Rookie,"December 17, 1999",5,10,"$898,333"
DAL,DE,Active,"6'4""",255,Kansas,3,True,DEF,Dorance Armstrong,26.0,6th Season,"June 10, 1997",6,4,"$6,000,000"
ARI,ILB,Active,"6'2""",229,UCLA,2,True,DEF,Krys Barnes,25.0,4th Season,"April 2, 1998",6,2,"$1,035,000"
LAC,S,Injured Reserve,"5'11""",192,Indiana,1,True,DEF,Raheem Layne,24.0,2nd Season,"July 2, 1999",5,11,"$787,500"
PIT,CB,Active,"5'11""",189,Georgia State,3,True,DEF,Chandon Sullivan,27.0,6th Season,"August 7, 1996",5,11,"$1,232,500"
PIT,LB,Active,"6'1""",238,Houston,4,True,DEF,Elandon Roberts,29.0,8th Season,"April 22, 1994",6,1,"$3,500,000"
GB,CB,Active,"5'10""",196,Louisville,3,True,DEF,Jaire Alexander,26.0,6th Season,"February 9, 1997",5,10,"$21,000,000"
NYJ,DL,Active,"6'4""",288,Stephen F. Austin,3,True,DEF,John Franklin-Myers,27.0,6th Season,"September 26, 1996",6,4,"$13,750,000"
GB,DL,Active,"6'4""",273,Auburn,0,True,DEF,Colby Wooden,22.0,Rookie,"December 21, 2000",6,4,"$1,151,982"
NYJ,LB,Active,"6'5""",262,Florida State,1,True,DEF,Jermaine Johnson,24.0,2nd Season,"January 7, 1999",6,5,"$3,271,861"
MIN,TE,Active,"6'5""",252,South Carolina,1,True,OFF,Nick Muse,25.0,2nd Season,"November 25, 1998",6,5,"$870,000"
HOU,QB,Active,"6'1""",206,Houston,5,True,OFF,Case Keenum,35.0,11th Season,"February 17, 1988",6,1,"$3,125,000"
LAR,DB,Active,"5'10""",195,Kansas State,1,True,DEF,Russ Yeast,24.0,2nd Season,"May 8, 1999",5,10,"$934,252"
PIT,DB,Injured Reserve,"6'3""",206,Purdue,0,True,DEF,Cory Trice Jr.,23.0,Rookie,"May 30, 2000",6,3,"$981,109"
MIN,DL,Active,"6'3""",305,LSU,0,True,DEF,Jaquelin Roy,23.0,Rookie,"October 22, 2000",6,3,"$1,044,943"
CIN,DE,Active,"6'5""",270,Clemson,0,True,DEF,Myles Murphy,21.0,Rookie,"January 3, 2002",6,5,"$3,146,816"
LAC,S,Active,"5'10""",201,Notre Dame,2,True,DEF,Alohi Gilman,26.0,4th Season,"September 17, 1997",5,10,"$870,801"
IND,LB,Active,"6'4""",227,Tarleton State,2,True,DEF,E.J. Speed,28.0,5th Season,"June 1, 1995",6,4,"$4,000,000"
